customer_id,age,monthly_income_ksh,employment_years,credit_score,loan_amount_ksh,loan_term_months,existing_loans,late_payments_last_12m,debt_to_income_ratio,savings_ksh,dependents,employment_type,education_level,housing_status,loan_default
CUST10239,49,136144.0,8.7,672.0,70000.0,12,1,0,0.49,409500.0,5,Contract,Diploma,Own,1
CUST10240,56,59016.0,5.1,636.0,154300.0,18,0,1,0.44,72800.0,5,Business,Degree,,1
CUST10241,40,55989.0,4.2,669.0,319700.0,12,2,0,0.18,355400.0,0,Salaried,Diploma,Rent,1
CUST10242,38,57040.0,10.4,667.0,188000.0,12,1,3,0.49,120400.0,1,Business,Secondary,Own,1
CUST10243,60,96706.0,6.7,723.0,89200.0,18,1,1,0.37,60700.0,1,Salaried,Degree,Rent,0
CUST10244,65,48494.0,9.8,640.0,249100.0,24,2,1,0.32,83400.0,3,Salaried,Diploma,Rent,0
CUST10245,61,97848.0,7.9,614.0,78900.0,12,0,0,0.51,34500.0,2,Salaried,Diploma,Rent,1
CUST10246,35,37989.0,12.5,665.0,220500.0,18,2,0,0.37,243800.0,0,Contract,Degree,Rent,1
CUST10247,35,41663.0,0.0,744.0,49700.0,24,1,1,0.18,20900.0,2,Salaried,Degree,Own,1
CUST10248,44,115843.0,8.9,666.0,313300.0,48,1,3,0.22,295700.0,5,Self-employed,Diploma,Own,1
CUST10249,49,75231.0,0.5,677.0,782200.0,12,0,0,0.36,364600.0,5,Salaried,Degree,Family,0
CUST10250,37,48287.0,4.4,603.0,122700.0,24,1,1,0.34,67500.0,4,Business,Postgraduate,Family,1
CUST10251,45,76333.0,10.8,690.0,134700.0,6,4,1,0.41,34700.0,5,Self-employed,Degree,Own,0
CUST10252,36,60171.0,13.6,665.0,63900.0,12,0,2,0.31,68400.0,4,Salaried,Diploma,Own,0
CUST10253,37,94827.0,9.4,596.0,193800.0,24,1,0,0.24,65600.0,3,Salaried,Diploma,Rent,1
CUST10254,41,130375.0,13.1,572.0,106100.0,24,0,3,0.46,92800.0,5,Business,Diploma,Rent,1
CUST10255,64,84371.0,5.3,701.0,400900.0,48,2,1,0.37,60600.0,2,Salaried,Degree,Own,1
CUST10256,47,39360.0,17.8,665.0,218100.0,12,1,0,0.12,54000.0,3,Self-employed,Diploma,Rent,0
CUST10257,25,85257.0,3.4,625.0,179300.0,24,0,1,0.48,95800.0,5,Salaried,Degree,Rent,0
CUST10258,42,48383.0,11.1,635.0,79200.0,6,0,2,0.46,36200.0,2,Salaried,Secondary,Rent,1
CUST10259,53,56555.0,4.2,711.0,208000.0,36,1,3,0.31,246600.0,3,Self-employed,Secondary,Own,1
CUST10260,60,72551.0,12.3,573.0,230100.0,12,1,0,0.31,66900.0,0,Business,Degree,Own,1
CUST10261,22,,9.6,619.0,218800.0,24,1,0,0.41,205600.0,1,Salaried,Degree,Rent,1
CUST10262,55,59400.0,1.4,685.0,215000.0,24,2,1,0.48,21600.0,1,Contract,Postgraduate,Own,1
CUST10263,63,43314.0,11.5,742.0,75200.0,24,1,0,0.21,114800.0,2,Salaried,Degree,Rent,0
CUST10264,39,85162.0,1.4,655.0,69900.0,12,1,0,0.52,54500.0,3,Business,Secondary,Rent,0
CUST10265,60,79065.0,8.5,658.0,166700.0,36,0,1,0.44,255700.0,3,Business,Secondary,Family,0
CUST10266,47,72573.0,2.4,639.0,155000.0,36,5,3,0.2,151900.0,4,Salaried,Degree,Rent,1
CUST10267,60,55733.0,7.1,637.0,185100.0,36,4,0,0.16,52900.0,0,Business,Degree,Rent,1
CUST10268,56,20282.0,0.0,619.0,162700.0,24,2,1,0.34,15200.0,4, salaried ,Diploma,Rent,1
CUST10269,59,25053.0,6.6,587.0,214800.0,18,1,0,0.42,124400.0,3,Business,Degree,Rent,1
CUST10270,22,50879.0,12.4,669.0,134500.0,36,2,0,0.21,55700.0,4,Self-employed,Diploma,Own,1
CUST10271,61,104914.0,4.3,646.0,451300.0,24,1,2,0.28,59600.0,1,Salaried,Diploma,Rent,1
CUST10272,38,39424.0,9.1,594.0,61100.0,12,0,0,0.33,83300.0,0,Salaried,Degree,Own,0
CUST10273,43,77548.0,2.3,748.0,276100.0,18,1,0,0.23,58800.0,0,Self-employed,Postgraduate,Rent,0
CUST10274,46,71721.0,9.1,726.0,191800.0,24,0,0,0.18,190400.0,1,Contract,Secondary,Rent,0
CUST10275,31,74016.0,10.8,694.0,206000.0,6,1,2,0.51,36700.0,2,Self-employed,Degree,Rent,1
CUST10276,21,79796.0,11.8,580.0,214200.0,12,2,0,0.43,48100.0,1,Salaried,Diploma,Family,1
CUST10277,56,104541.0,3.3,679.0,203500.0,18,2,2,0.56,77600.0,2,Business,Secondary,Own,1
CUST10278,40,38564.0,0.0,631.0,298000.0,12,2,0,0.51,168500.0,2,Salaried,Degree,Own,1
CUST10279,51,33338.0,9.2,647.0,98000.0,36,0,1,0.16,146800.0,5,Self-employed,Degree,Family,0
CUST10280,28,75545.0,1.7,739.0,215800.0,24,0,1,0.38,239500.0,2,Business,Degree,Own,1
CUST10281,60,79959.0,7.6,637.0,112400.0,36,2,1,0.51,31200.0,0,Salaried,Degree,Family,1
CUST10282,44,48560.0,11.2,633.0,157000.0,12,4,2,0.43,34300.0,5,Salaried,Diploma,Family,1
CUST10283,40,41881.0,,674.0,158000.0,6,1,0,0.26,35900.0,3,Salaried,Degree,Rent,0
CUST10284,35,101468.0,0.0,553.0,84400.0,48,3,2,0.26,123800.0,2,Salaried,Postgraduate,Own,1
CUST10285,50,32401.0,5.5,574.0,330200.0,18,1,0,0.39,120400.0,1,Salaried,Degree,Rent,1
CUST10286,40,62409.0,0.0,607.0,126500.0,24,1,1,0.47,61600.0,3,Business,Degree,Rent,1
CUST10287,58,67222.0,10.6,601.0,459600.0,18,0,2,0.2,61400.0,3,Self-employed,Degree,Family,1
CUST10288,22,137156.0,7.0,676.0,91200.0,24,0,2,0.29,31800.0,4,Salaried,Degree,Rent,0
CUST10289,26,57102.0,12.4,594.0,211300.0,24,1,1,0.39,51600.0,2,Contract,Degree,Rent,1
CUST10290,62,45401.0,6.0,646.0,132000.0,24,2,2,0.47,87200.0,0,Salaried,Diploma,Family,1
CUST10291,38,36191.0,7.8,600.0,279500.0,12,0,2,0.46,16400.0,2,Salaried,Diploma,Rent,1
CUST10292,56,49884.0,0.8,575.0,177000.0,24,3,2,0.31,81600.0,2,Self-employed,Degree,Rent,1
CUST10293,34,52044.0,15.3,615.0,239900.0,24,1,1,0.32,249500.0,4,Self-employed,Secondary,Family,1
CUST10294,46,,15.1,767.0,85200.0,18,2,0,0.36,58200.0,5,Business,Secondary,rent ,1
CUST10295,54,38651.0,14.9,704.0,256600.0,12,0,0,0.05,124500.0,1,Self-employed,Secondary,Own,1
CUST10296,50,67210.0,7.1,587.0,189300.0,36,1,0,0.41,66200.0,3,Self-employed,Degree,Family,1
CUST10297,27,82218.0,8.0,748.0,166600.0,12,2,1,0.38,114600.0,5,Self-employed,Degree,Rent,0
CUST10298,50,42922.0,1.4,638.0,107100.0,24,0,0,0.45,46800.0,1,Self-employed,Degree,Family,1
CUST10299,38,30073.0,11.2,731.0,199500.0,18,1,1,0.31,81400.0,2,Salaried,Postgraduate,Rent,0
CUST10300,42,130857.0,2.6,609.0,229100.0,18,0,1,0.45,182800.0,5,Salaried,Secondary,Rent,1
CUST10301,37,37899.0,5.5,565.0,372100.0,18,3,1,0.4,124100.0,1,Salaried,Degree,Own,1
CUST10302,51,,11.6,673.0,275600.0,36,0,3,0.31,58900.0,4,Salaried,Degree,Rent,1
CUST10303,37,74343.0,4.9,589.0,211500.0,6,1,0,0.15,73300.0,5,Salaried,Degree,Own,0
CUST10304,51,59571.0,4.7,657.0,181600.0,6,1,2,0.15,137500.0,0,Salaried,Diploma,Own,1
CUST10305,33,30213.0,17.6,669.0,231600.0,24,2,2,0.35,42600.0,1,Self-employed,Diploma,Own,1
CUST10306,47,49476.0,7.1,583.0,121400.0,6,0,1,0.38,54200.0,1,Business,Secondary,Own,1
CUST10307,40,64967.0,2.4,,100600.0,24,1,0,0.15,52500.0,0,Contract,Degree,Rent,1
CUST10308,37,81558.0,7.8,578.0,223000.0,24,3,2,0.39,84800.0,1,Contract,Secondary,Own,1
CUST10309,49,69543.0,11.4,663.0,123400.0,24,0,1,0.29,74100.0,0,Self-employed,Diploma,Family,0
CUST10310,59,130212.0,10.4,542.0,207600.0,6,2,2,0.4,63700.0,1,Business,Degree,Rent,1
CUST10311,55,71414.0,6.8,706.0,167500.0,18,0,0,0.17,135900.0,1,Salaried,Degree,Rent,0
CUST10312,28,69915.0,4.6,637.0,94900.0,18,0,0,0.42,50800.0,0,Business,Postgraduate,Rent,0
CUST10313,63,137091.0,3.4,668.0,114400.0,6,2,3,0.3,174500.0,2,Salaried,Degree,Rent,1
CUST10314,58,22595.0,6.5,651.0,64300.0,12,0,4,0.46,157100.0,1,Self-employed,Diploma,rent ,1
CUST10315,35,58250.0,9.2,670.0,253400.0,24,1,0,0.37,34800.0,2,Self-employed,,Rent,0
CUST10316,21,34935.0,4.7,631.0,120700.0,12,1,1,0.28,290000.0,1,Salaried,Postgraduate,Own,0
CUST10317,53,84839.0,0.0,578.0,393300.0,12,0,0,0.61,153400.0,3,Salaried,Diploma,Family,1
CUST10318,23,47706.0,9.1,611.0,106500.0,24,1,0,0.26,90900.0,5,Business,Diploma,Family,1
CUST10319,59,45010.0,12.8,760.0,315500.0,12,0,1,0.32,189200.0,3,Contract,Secondary,Own,0
CUST10320,58,54014.0,6.3,673.0,483000.0,18,1,0,0.6,43700.0,3,Business,Diploma,Rent,1
CUST10321,35,55566.0,4.8,695.0,282900.0,18,1,0,0.31,83700.0,1,Salaried,Secondary,Own,1
CUST10322,62,,3.3,627.0,208500.0,12,2,0,0.54,227400.0,5,Business,Degree,Rent,1
CUST10323,38,97821.0,6.4,563.0,263100.0,12,1,0,0.33,108700.0,4,Salaried,Degree,Rent,1
CUST10324,58,54439.0,0.3,650.0,133600.0,12,2,0,0.35,35500.0,1,Self-employed,Degree,Rent,0
CUST10325,51,40329.0,0.0,631.0,543700.0,18,2,0,0.34,187600.0,5,Salaried,Secondary,Own,1
CUST10326,40,37157.0,12.1,760.0,640500.0,12,0,1,0.46,46100.0,2,Self-employed,Diploma,Own,1
CUST10327,27,42190.0,0.0,614.0,90800.0,12,0,3,1.5,62700.0,1,Business,Postgraduate,Own,0
CUST10328,57,77517.0,0.3,658.0,148000.0,36,1,0,0.05,214000.0,3,Self-employed,Degree,Family,1
CUST10329,47,109642.0,8.2,661.0,94300.0,36,3,1,0.39,65300.0,4,Salaried,Diploma,Rent,1
CUST10330,28,,3.6,685.0,352800.0,36,3,2,0.36,161600.0,2,Contract,Diploma,Own,1
CUST10331,34,47169.0,7.5,636.0,105500.0,12,3,0,0.23,69100.0,1,Self-employed,Degree,Own,1
CUST10332,35,45506.0,13.3,627.0,118700.0,36,0,1,0.25,164200.0,3,Salaried,Secondary,Own,0
CUST10333,27,92630.0,6.7,575.0,170900.0,18,1,0,0.25,63800.0,3,Salaried,Secondary,Own,1
CUST10334,53,80558.0,1.1,549.0,174800.0,12,0,1,0.06,63000.0,3,Salaried,Diploma,Family,1
CUST10335,54,57405.0,8.8,761.0,124300.0,12,2,0,0.41,20200.0,3,Self-employed,Degree,Family,0
CUST10336,24,66626.0,5.9,725.0,328900.0,6,3,0,0.51,55300.0,5,Salaried,Diploma,Own,1
CUST10337,21,35724.0,8.4,619.0,96200.0,24,0,1,0.45,61500.0,5,Salaried,Secondary,Own,0
CUST10338,61,64441.0,7.2,636.0,59900.0,24,2,1,0.42,375100.0,4,Salaried,Degree,Own,1
CUST10339,34,28898.0,15.2,629.0,240900.0,36,2,0,0.3,53600.0,4,Business,Degree,Own,0
CUST10340,51,49469.0,7.5,755.0,293600.0,36,2,0,0.33,97200.0,2,Business,Diploma,Own,0
CUST10341,58,99143.0,0.0,687.0,221300.0,36,1,0,0.47,161800.0,0,Contract,Degree,Rent,0
CUST10342,40,46714.0,9.4,750.0,352000.0,12,2,1,0.44,37100.0,4,Salaried,Degree,Own,1
CUST10343,23,79498.0,9.9,622.0,93000.0,36,0,1,0.37,53200.0,3,Business,Postgraduate,Rent,1
CUST10344,55,91065.0,12.3,728.0,94900.0,12,0,0,0.26,289500.0,3,Salaried,Degree,Rent,0
CUST10345,53,50689.0,5.5,552.0,180100.0,24,1,0,0.36,116200.0,0,Salaried,Degree,Own,1
CUST10346,35,44722.0,7.6,554.0,150400.0,36,2,3,0.41,87800.0,2,Self-employed,Degree,Own,1
CUST10347,23,57994.0,6.7,617.0,133900.0,6,3,3,0.29,40500.0,2,Self-employed,Degree,rent ,1
CUST10348,48,82184.0,0.0,615.0,118000.0,48,1,1,0.25,99300.0,3,Self-employed,Degree,Rent,1
CUST10349,47,55987.0,4.8,658.0,110500.0,6,1,2,0.43,50100.0,5,Salaried,Secondary,Rent,1
CUST10350,53,61060.0,6.7,628.0,329600.0,24,0,2,0.48,86500.0,1,Salaried,Degree,Rent,1
CUST10351,39,144843.0,7.9,661.0,247200.0,12,0,2,0.28,28600.0,2,Self-employed,Degree,Rent,1
CUST10352,53,65255.0,6.7,573.0,132800.0,48,0,1,0.31,46900.0,3,Salaried,Degree,Rent,1
CUST10353,51,76081.0,11.9,616.0,99400.0,12,0,2,0.31,196100.0,1,Business,Degree,Rent,1
CUST10354,24,55926.0,0.0,709.0,91500.0,48,2,0,0.4,87600.0,2,Contract,Secondary,Rent,0
CUST10355,52,71648.0,12.1,601.0,160500.0,18,2,1,0.17,141000.0,5,Salaried,Secondary,Rent,1
CUST10356,62,70208.0,14.5,701.0,127400.0,12,1,0,0.29,67800.0,3,Salaried,Degree,Own,0
CUST10357,48,92757.0,9.9,676.0,136800.0,12,0,2,0.1,73500.0,1,Salaried,Degree,Rent,0
CUST10358,36,62491.0,0.0,679.0,93900.0,24,0,2,0.32,128800.0,5,Business,Postgraduate,Rent,1
CUST10359,63,46501.0,2.7,560.0,232000.0,6,2,2,0.39,53800.0,4,Self-employed,Degree,Rent,1
CUST10360,48,41733.0,14.5,632.0,179700.0,36,5,2,0.4,65500.0,0,Salaried,Diploma,Own,1
CUST10361,35,61536.0,2.1,637.0,148000.0,18,0,1,0.41,49400.0,3,Salaried,Diploma,,1
CUST10362,42,51886.0,2.2,588.0,177400.0,12,0,0,0.23,153100.0,5,Self-employed,Degree,Rent,0
CUST10363,51,67077.0,8.1,592.0,210900.0,18,1,4,0.48,54200.0,2,Business,Secondary,Rent,1
CUST10364,41,90045.0,10.3,601.0,106100.0,12,0,0,0.16,114200.0,3,Business,Secondary,Rent,0
CUST10365,52,66691.0,9.1,679.0,188800.0,36,0,0,0.37,108200.0,2,Self-employed,Secondary,Rent,1
CUST10366,27,47688.0,14.8,603.0,111000.0,48,1,3,0.32,55700.0,3,Salaried,Degree,,1
CUST10367,53,39296.0,0.0,611.0,163700.0,18,1,2,0.45,134100.0,1,Self-employed,Secondary,Rent,1
CUST10368,28,75022.0,11.1,732.0,129700.0,6,0,0,0.41,179500.0,5,Salaried,Diploma,Own,0
CUST10369,34,29498.0,7.0,779.0,131500.0,48,1,2,0.3,72300.0,5,Self-employed,Postgraduate,Own,1
CUST10370,45,40135.0,11.9,715.0,185000.0,36,1,1,0.19,115100.0,1,Self-employed,Diploma,Rent,1
CUST10371,52,72330.0,7.4,633.0,148900.0,24,2,1,0.15,32100.0,2,Salaried,Degree,Own,0
CUST10372,48,61799.0,14.0,718.0,148500.0,36,0,1,0.42,141900.0,3,Self-employed,Diploma,Rent,0
CUST10373,22,89095.0,,551.0,196100.0,24,1,2,0.41,210200.0,3,Self-employed,Degree,Rent,1
CUST10374,37,81530.0,0.8,670.0,119100.0,24,0,0,0.32,36100.0,1,Self-employed,Secondary,Rent,0
CUST10375,47,46151.0,9.7,701.0,188900.0,12,0,2,0.54,53700.0,3,Salaried,Diploma,Rent,0
CUST10376,22,85840.0,8.2,708.0,56400.0,36,1,0,0.54,201100.0,0,Salaried,Secondary,Rent,0
CUST10377,28,42782.0,11.7,616.0,167300.0,36,0,1,0.41,48000.0,5,Business,Postgraduate,Rent,1
CUST10378,58,42181.0,5.9,657.0,107000.0,24,0,0,0.36,41100.0,3,Salaried,Degree,Own,0
CUST10379,40,45029.0,7.6,773.0,301900.0,6,0,2,0.18,85400.0,4,Salaried,Diploma,Own,0
CUST10380,57,45237.0,0.0,612.0,78800.0,24,0,0,0.38,61700.0,0,Business,Secondary,Own,0
CUST10381,41,65626.0,13.1,762.0,149100.0,48,2,1,0.33,33000.0,3,Business,Degree,Rent,0
CUST10382,46,99126.0,10.3,671.0,163700.0,36,1,1,0.65,110800.0,2,Business,Degree,Own,1
CUST10383,51,55005.0,5.0,676.0,225200.0,36,3,0,0.43,88800.0,4,Salaried,Degree,Own,1
CUST10384,40,31119.0,8.4,606.0,92200.0,24,1,0,0.37,27000.0,1,Salaried,Degree,Rent,1
CUST10385,26,68865.0,15.5,634.0,88400.0,12,1,0,0.42,82300.0,2,Business,Postgraduate,Own,1
CUST10386,35,51035.0,10.7,588.0,170600.0,18,0,0,0.49,198200.0,5,Salaried,Degree,Rent,1
CUST10387,21,64974.0,11.1,556.0,222200.0,36,3,1,0.29,53200.0,0,Contract,Diploma,Rent,1
CUST10388,46,41686.0,0.0,622.0,206700.0,36,1,0,0.36,81100.0,5,Contract,Degree,Own,1
CUST10389,49,72645.0,5.4,618.0,214800.0,36,2,2,0.36,76300.0,0,Business,Postgraduate,Own,0
CUST10390,22,64658.0,8.6,613.0,217100.0,24,0,0,0.42,92400.0,2,Self-employed,Diploma,Rent,1
CUST10391,42,56072.0,0.0,610.0,448900.0,24,0,1,0.47,32900.0,0,Salaried,Degree,Own,0
CUST10392,49,35754.0,7.3,669.0,146800.0,12,2,2,0.34,179900.0,1,Salaried,Secondary,Rent,1
CUST10393,29,38780.0,5.5,709.0,144900.0,24,0,0,0.4,88200.0,5,Salaried,Degree,Rent,1
CUST10394,61,62984.0,9.3,621.0,65100.0,24,1,1,0.29,337200.0,3,Salaried,Postgraduate,Rent,0
CUST10395,41,81979.0,0.0,656.0,210400.0,18,1,2,0.31,67800.0,1,Salaried,Postgraduate,Own,0
CUST10396,52,,14.1,662.0,116800.0,12,1,1,0.05,245700.0,3,Business,Diploma,Family,1
CUST10397,52,37940.0,0.0,661.0,151300.0,6,1,0,0.26,720300.0,0,Salaried,Degree,Family,0
CUST10398,64,26966.0,7.1,715.0,172900.0,18,0,1,0.23,42600.0,0,Salaried,Degree,Rent,0
CUST10399,60,46551.0,3.8,686.0,104500.0,24,1,1,0.05,79400.0,2,Self-employed,Diploma,Rent,0
CUST10400,46,101284.0,11.2,652.0,248700.0,12,2,0,0.41,83600.0,3,Business,,Own,0
CUST10401,33,50108.0,5.4,602.0,84700.0,12,1,1,0.41,46300.0,4,Salaried,Degree,Family,1
CUST10402,23,64377.0,6.9,641.0,106400.0,24,1,0,0.35,97400.0,2,Self-employed,Secondary,Rent,1
CUST10403,52,56950.0,19.5,687.0,113400.0,36,0,1,0.19,31500.0,4,Self-employed,Diploma,Rent,0
CUST10404,53,95018.0,6.0,591.0,102100.0,24,0,0,0.16,46700.0,3,Business,Degree,Family,0
CUST10405,53,47276.0,4.7,727.0,90600.0,12,2,1,0.51,32500.0,2,Business,Degree,Own,1
CUST10406,62,84956.0,7.7,624.0,124700.0,48,1,0,0.34,105200.0,4,Business,Degree,Family,1
CUST10407,62,83553.0,9.4,589.0,126200.0,12,0,1,0.32,192600.0,4,Self-employed,Degree,Own,1
CUST10408,33,79148.0,8.2,656.0,436300.0,36,2,1,0.36,99800.0,3,Salaried,Degree,Own,1
CUST10409,63,70861.0,9.5,672.0,255300.0,24,1,1,0.56,141000.0,3,Salaried,Degree,Own,1
CUST10410,26,104297.0,15.8,658.0,168300.0,18,1,1,0.46,67800.0,2,Contract,Diploma,Family,0
CUST10411,24,38838.0,10.3,708.0,120000.0,18,1,1,0.28,108400.0,5,Salaried,Degree,Rent,0
CUST10412,58,107870.0,10.9,652.0,109100.0,24,0,0,0.53,83400.0,2,Salaried,Degree,Rent,0
CUST10413,26,,0.5,629.0,78700.0,12,1,0,0.41,44700.0,5,Self-employed,Secondary,Own,1
CUST10414,23,57416.0,8.9,651.0,124900.0,24,0,0,0.32,9000.0,2,Business,Degree,Rent,0
CUST10415,47,118357.0,6.9,568.0,123100.0,24,0,0,0.38,193100.0,2,Salaried,Degree,Rent,1
CUST10416,60,59987.0,5.9,656.0,203000.0,24,0,4,0.51,133000.0,1,Business,Diploma,Rent,1
CUST10417,40,36934.0,3.1,613.0,117800.0,12,1,1,0.46,68400.0,2,Salaried,Degree,Rent,1
CUST10418,38,64822.0,3.3,643.0,167900.0,6,1,1,0.21,49100.0,0,Contract,Degree,Own,0
CUST10419,40,76255.0,0.0,670.0,277700.0,12,0,1,0.51,86000.0,5,Self-employed,Diploma,Rent,0
CUST10420,50,83624.0,7.6,728.0,494100.0,24,2,2,0.33,265700.0,3,Business,Degree,Own,1
CUST10421,30,61033.0,0.0,583.0,61600.0,36,1,2,0.18,153900.0,5,Contract,Degree,Own,1
CUST10422,43,99280.0,7.2,739.0,153900.0,12,0,0,0.39,58200.0,5,Salaried,Degree,Own,0
CUST10423,23,43331.0,14.8,636.0,86600.0,24,5,1,0.52,24400.0,4,Salaried,Secondary,Own,1
CUST10424,29,54569.0,14.1,607.0,743900.0,18,0,0,0.48,149800.0,0,Salaried,Degree,Own,1
CUST10425,39,33510.0,8.6,713.0,82500.0,6,1,1,0.47,105600.0,3,Business,Degree,Family,1
CUST10426,56,35344.0,0.0,765.0,288300.0,12,3,0,0.41,127100.0,3,Business,Diploma,Rent,0
CUST10427,60,57221.0,9.4,609.0,234400.0,6,0,2,0.3,272300.0,4,Salaried,Secondary,Rent,1
CUST10428,47,88202.0,6.7,719.0,101600.0,24,2,1,0.41,25800.0,0,Salaried,Secondary,Rent,1
CUST10429,62,70179.0,2.9,658.0,105800.0,24,1,2,0.43,66200.0,5,Salaried,Degree,Family,1
CUST10430,48,97214.0,9.9,,202600.0,6,1,1,0.38,93000.0,4,Business,Degree,rent ,1
CUST10431,63,25624.0,6.7,611.0,250000.0,12,0,1,0.28,45100.0,0,Salaried,Degree,Rent,1
CUST10432,28,70853.0,12.2,654.0,300900.0,6,0,1,0.34,152800.0,2,Business,Degree,Family,1
CUST10433,62,26971.0,8.4,720.0,183600.0,12,1,2,0.48,31800.0,4,Self-employed,Degree,Rent,1
CUST10434,28,57995.0,8.5,666.0,208700.0,24,0,0,0.42,56400.0,3,Salaried,Degree,Rent,1
CUST10435,38,119869.0,7.7,708.0,236400.0,18,1,0,0.33,200200.0,2,Salaried,Secondary,Own,0
CUST10436,41,53549.0,8.1,620.0,93900.0,12,0,2,0.38,30000.0,0,Business,Diploma,Own,1
CUST10437,33,117236.0,5.3,670.0,291100.0,12,1,0,0.51,99900.0,3,Salaried,Secondary,Own,1
CUST10438,47,95580.0,,678.0,166500.0,12,1,0,0.28,105400.0,0,Salaried,Degree,Rent,0
CUST10439,60,80012.0,0.0,608.0,185100.0,24,2,1,0.11,81200.0,1,Salaried,Degree,Rent,1
CUST10440,36,40765.0,10.9,640.0,113800.0,36,0,1,0.52,144300.0,4,Salaried,Secondary,Rent,1
CUST10441,60,131510.0,13.6,542.0,85400.0,24,1,0,0.35,79100.0,4,Business,Degree,Rent,1
CUST10442,29,37150.0,0.0,729.0,96200.0,18,3,0,0.22,92700.0,2,Salaried,Secondary,Own,0
CUST10443,47,68208.0,4.0,596.0,125600.0,12,1,0,0.41,64300.0,5,Salaried,Degree,Rent,0
CUST10444,37,74473.0,8.1,630.0,91300.0,24,2,0,0.47,50200.0,2,Salaried,Secondary,Own,1
CUST10445,23,86298.0,11.1,613.0,374700.0,12,1,1,0.28,98500.0,2,Contract,Degree,Rent,1
CUST10446,24,95076.0,6.0,756.0,150400.0,12,1,0,0.4,32900.0,5,Business,Diploma,Own,0
CUST10447,60,60840.0,7.0,679.0,271800.0,24,1,2,0.61,171800.0,1,Salaried,Degree,Rent,1
CUST10448,21,47454.0,,641.0,95900.0,6,1,0,0.36,83800.0,1,Salaried,Degree,Own,0
CUST10449,34,48462.0,7.0,587.0,269200.0,24,2,1,0.05,34400.0,4,Salaried,Secondary,,1
CUST10450,28,111979.0,11.9,629.0,213300.0,12,0,0,0.69,130000.0,4,Self-employed,Degree,Own,1
CUST10451,27,50867.0,4.9,709.0,59600.0,24,0,1,0.43,214400.0,1,Salaried,Degree,Family,1
CUST10452,50,94122.0,9.2,629.0,184200.0,36,0,2,0.37,55200.0,1,Salaried,Secondary,Rent,1
CUST10453,45,30313.0,7.0,650.0,248100.0,18,1,1,0.39,90800.0,5,Self-employed,Secondary,Own,1
CUST10454,59,247283.0,6.1,606.0,153400.0,6,2,1,0.31,76200.0,1,Salaried,Diploma,Family,1
CUST10455,36,51393.0,1.1,567.0,365400.0,6,4,3,0.42,35100.0,1,Salaried,Degree,Own,1
CUST10456,31,39309.0,9.2,615.0,289300.0,36,0,0,0.15,69300.0,3,Salaried,Degree,Rent,1
CUST10457,45,174755.0,7.0,693.0,280000.0,24,2,2,0.38,34200.0,4,Business,Secondary,Rent,1
CUST10458,53,28165.0,5.7,720.0,107500.0,36,2,0,0.18,61100.0,4,Self-employed,Diploma,Rent,0
CUST10459,41,73602.0,1.8,640.0,113200.0,18,0,0,0.43,95300.0,5,Business,Degree,Rent,0
CUST10460,30,28924.0,0.7,631.0,151000.0,12,2,0,0.6,39300.0,3,Salaried,Secondary,Own,0
CUST10461,29,47322.0,6.4,672.0,298100.0,12,1,0,0.22,210400.0,4,Self-employed,Secondary,Rent,0
CUST10462,21,68840.0,2.7,638.0,264100.0,24,2,0,0.14,105800.0,5,Business,Degree,Rent,1
CUST10463,54,40205.0,3.6,654.0,277500.0,24,1,2,0.52,48600.0,5,Salaried,Degree,Rent,1
CUST10464,51,44240.0,6.3,564.0,424100.0,24,3,0,0.24,122700.0,3,Salaried,Diploma,Rent,1
CUST10465,41,61016.0,0.0,521.0,100500.0,24,2,4,0.27,572300.0,1,Salaried,Diploma,Own,1
CUST10466,44,60569.0,14.5,655.0,87900.0,12,1,1,0.27,52200.0,5,Self-employed,Postgraduate,Own,1
CUST10467,39,140727.0,12.9,569.0,173800.0,24,2,1,0.37,296100.0,1,Salaried,Diploma,Own,1
CUST10468,41,37059.0,0.8,635.0,201000.0,12,1,1,0.35,36700.0,5,Self-employed,Diploma,Rent,1
CUST10469,45,121190.0,3.2,630.0,349400.0,36,1,1,0.41,106000.0,2,Salaried,Degree,Rent,0
CUST10470,40,36606.0,6.5,681.0,118100.0,12,1,2,0.41,200700.0,5,Salaried,Diploma,Rent,0
CUST10471,46,35964.0,1.8,585.0,548700.0,12,1,1,0.24,47500.0,4,Business,,Family,1
CUST10472,27,75767.0,16.1,591.0,55800.0,12,2,2,0.33,156200.0,3,Business,Degree,Rent,1
CUST10473,23,46235.0,0.0,679.0,201500.0,36,2,0,0.48,19400.0,1,Salaried,Degree,Rent,0
CUST10474,60,23143.0,13.0,670.0,96100.0,12,1,1,0.41,151700.0,2,Self-employed,,Own,0
CUST10475,28,63433.0,10.5,615.0,155100.0,12,1,2,0.4,47100.0,5,Business,Diploma,Rent,1
CUST10476,50,153208.0,9.2,626.0,49000.0,12,2,0,0.3,104000.0,3,Business,Degree,Own,0
CUST10477,31,45479.0,6.0,636.0,179900.0,18,0,1,0.24,140900.0,3,Salaried,Degree,Family,0
CUST10478,28,57506.0,9.6,749.0,171500.0,12,2,4,0.37,118900.0,1,Business,Diploma,Rent,1
CUST10479,57,74147.0,4.3,641.0,66600.0,24,0,0,0.55,312100.0,1,Business,Secondary,Own,0
